contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
AXP250620C00075000,AXP,2025-06-20,75.00,call,90.30,193.60,191.55,16,195.65,5,0,10,2024-10-25,0.04832,1.00000,0.00000,-0.03510,0.00000,0.47388
AXP250620P00075000,AXP,2025-06-20,75.00,put,0.00,0.01,0.00,0,0.29,60,0,59,2024-10-25,0.50290,-0.00032,0.00001,-0.00094,0.00257,-0.00063
AXP250620C00080000,AXP,2025-06-20,80.00,call,192.10,188.75,186.70,16,190.80,5,0,15,2024-10-25,0.04706,1.00000,0.00000,-0.03744,0.00000,0.50547
AXP250620P00080000,AXP,2025-06-20,80.00,put,0.00,0.01,0.00,0,0.30,28,0,28,2024-10-25,0.47851,-0.00034,0.00001,-0.00094,0.00269,-0.00066
AXP250620C00085000,AXP,2025-06-20,85.00,call,120.20,184.10,182.50,5,185.70,5,0,0,2024-10-25,0.04580,1.00000,0.00000,-0.03978,0.00000,0.53706
AXP250620P00085000,AXP,2025-06-20,85.00,put,0.00,0.16,0.01,31,0.31,26,0,7,2024-10-25,0.59390,-0.00352,0.00008,-0.00986,0.02281,-0.00718
AXP250620C00090000,AXP,2025-06-20,90.00,call,75.90,179.03,177.05,16,181.00,5,0,1,2024-10-25,0.04455,1.00000,0.00000,-0.04212,0.00000,0.56865
AXP250620P00090000,AXP,2025-06-20,90.00,put,0.00,0.01,0.00,0,0.32,26,0,24,2024-10-25,0.43430,-0.00038,0.00001,-0.00093,0.00295,-0.00072
AXP250620C00095000,AXP,2025-06-20,95.00,call,141.00,174.12,172.20,16,176.05,5,0,8,2024-10-25,0.04329,1.00000,0.00000,-0.04446,0.00000,0.60025
AXP250620P00095000,AXP,2025-06-20,95.00,put,0.00,0.01,0.00,0,0.34,26,0,31,2024-10-25,0.41403,-0.00040,0.00002,-0.00092,0.00308,-0.00075
AXP250620C00100000,AXP,2025-06-20,100.00,call,140.09,169.35,167.95,5,170.75,5,0,8,2024-10-25,0.04204,1.00000,0.00000,-0.04680,0.00000,0.63184
AXP250620P00100000,AXP,2025-06-20,100.00,put,0.00,0.66,0.06,1,1.25,45,0,170,2024-10-25,0.62607,-0.01190,0.00023,-0.03029,0.06695,-0.02506
AXP250620C00105000,AXP,2025-06-20,105.00,call,100.75,164.55,162.70,5,166.40,5,0,1,2024-10-25,0.04078,1.00000,0.00000,-0.04914,0.00000,0.66343
AXP250620P00105000,AXP,2025-06-20,105.00,put,0.00,0.30,0.02,10,0.59,7,0,49,2024-10-25,0.53308,-0.00696,0.00017,-0.01606,0.04183,-0.01408
AXP250620C00110000,AXP,2025-06-20,110.00,call,117.27,159.57,157.70,17,161.45,5,0,2,2024-10-25,0.03952,1.00000,0.00000,-0.05148,0.00000,0.69502
AXP250620P00110000,AXP,2025-06-20,110.00,put,0.00,0.60,0.01,20,1.20,20,0,193,2024-10-25,0.56296,-0.01222,0.00026,-0.02770,0.06850,-0.02522
AXP250620C00115000,AXP,2025-06-20,115.00,call,91.95,154.82,152.95,5,156.70,5,0,0,2024-10-25,0.03827,1.00000,0.00000,-0.05382,0.00000,0.72661
AXP250620P00115000,AXP,2025-06-20,115.00,put,0.00,0.29,0.07,102,0.51,258,0,97,2024-10-25,0.48400,-0.00745,0.00020,-0.01540,0.04447,-0.01489
AXP250620C00120000,AXP,2025-06-20,120.00,call,123.96,150.07,148.20,5,151.95,5,0,4,2024-10-25,0.03701,1.00000,0.00000,-0.05616,0.00000,0.75821
AXP250620P00120000,AXP,2025-06-20,120.00,put,0.00,0.99,0.08,20,1.91,6,0,49,2024-10-25,0.55839,-0.01914,0.00039,-0.04016,0.10068,-0.03981
AXP250620C00125000,AXP,2025-06-20,125.00,call,72.81,145.18,143.25,16,147.10,5,0,40,2024-10-25,0.03576,1.00000,0.00000,-0.05850,0.00000,0.78980
AXP250620P00125000,AXP,2025-06-20,125.00,put,0.00,0.39,0.10,48,0.68,143,0,659,2024-10-25,0.45991,-0.01024,0.00027,-0.01920,0.05872,-0.02039
AXP250620C00130000,AXP,2025-06-20,130.00,call,116.73,140.47,138.70,5,142.25,5,0,5,2024-10-25,0.03450,1.00000,0.00000,-0.06084,0.00000,0.82139
AXP250620P00130000,AXP,2025-06-20,130.00,put,0.00,0.39,0.01,20,0.77,20,0,1162,2024-10-25,0.43903,-0.01073,0.00030,-0.01902,0.06116,-0.02124
AXP250620C00135000,AXP,2025-06-20,135.00,call,106.05,135.60,133.70,18,137.50,5,0,53,2024-10-25,0.03324,1.00000,0.00000,-0.06318,0.00000,0.85298
AXP250620P00135000,AXP,2025-06-20,135.00,put,0.00,0.44,0.14,26,0.74,52,0,611,2024-10-25,0.42638,-0.01228,0.00035,-0.02070,0.06880,-0.02428
AXP250620C00140000,AXP,2025-06-20,140.00,call,100.88,130.78,128.90,16,132.65,5,0,42,2024-10-25,0.03199,1.00000,0.00000,-0.06552,0.00000,0.88457
AXP250620P00140000,AXP,2025-06-20,140.00,put,0.00,0.46,0.17,26,0.75,53,0,212,2024-10-25,0.40946,-0.01331,0.00039,-0.02121,0.07374,-0.02619
AXP250620C00145000,AXP,2025-06-20,145.00,call,114.72,126.08,124.65,5,127.50,5,0,59,2024-10-25,0.03073,1.00000,0.00000,-0.06786,0.00000,0.91617
AXP250620P00145000,AXP,2025-06-20,145.00,put,0.00,0.53,0.20,92,0.85,63,0,120,2024-10-25,0.39909,-0.01549,0.00045,-0.02346,0.08404,-0.03046
AXP250620C00150000,AXP,2025-06-20,150.00,call,139.93,121.28,119.40,5,123.15,5,0,86,2024-10-25,0.02948,1.00000,0.00000,-0.07020,0.00000,0.94776
AXP250620P00150000,AXP,2025-06-20,150.00,put,0.00,0.60,0.25,97,0.95,54,0,771,2024-10-25,0.38796,-0.01778,0.00052,-0.02555,0.09457,-0.03491
AXP250620C00155000,AXP,2025-06-20,155.00,call,89.85,116.53,114.60,16,118.45,5,0,35,2024-10-25,0.02822,1.00000,0.00000,-0.07254,0.00000,0.97935
AXP250620P00155000,AXP,2025-06-20,155.00,put,0.00,0.68,0.33,94,1.03,44,0,86,2024-10-25,0.37714,-0.02039,0.00060,-0.02777,0.10627,-0.03998
AXP250620C00160000,AXP,2025-06-20,160.00,call,91.90,111.92,110.55,5,113.30,5,0,94,2024-10-25,0.02696,1.00000,0.00000,-0.07488,0.00000,1.01094
AXP250620P00160000,AXP,2025-06-20,160.00,put,0.00,0.79,0.44,206,1.15,199,0,71,2024-10-25,0.36830,-0.02380,0.00071,-0.03074,0.12109,-0.04665
AXP250620C00165000,AXP,2025-06-20,165.00,call,96.32,107.12,105.20,18,109.05,5,0,51,2024-10-25,0.02571,1.00000,0.00000,-0.07722,0.00000,1.04253
AXP250620P00165000,AXP,2025-06-20,165.00,put,0.00,0.93,0.57,108,1.29,9,0,152,2024-10-25,0.36068,-0.02801,0.00083,-0.03431,0.13876,-0.05490
AXP250620C00170000,AXP,2025-06-20,170.00,call,112.53,102.47,101.15,5,103.80,5,0,1093,2024-10-25,0.02445,1.00000,0.00000,-0.07956,0.00000,1.07413
AXP250620P00170000,AXP,2025-06-20,170.00,put,0.00,1.09,0.73,122,1.45,6,0,743,2024-10-25,0.35306,-0.03280,0.00096,-0.03805,0.15814,-0.06429
AXP250620C00175000,AXP,2025-06-20,175.00,call,106.79,97.80,96.45,5,99.15,5,0,83,2024-10-25,0.19986,0.99814,0.00014,-0.08361,0.01279,1.10232
AXP250620P00175000,AXP,2025-06-20,175.00,put,0.00,1.37,0.91,356,1.83,261,0,649,2024-10-25,0.35092,-0.04021,0.00114,-0.04442,0.18681,-0.07902
AXP250620C00180000,AXP,2025-06-20,180.00,call,102.42,93.28,91.90,5,94.65,5,0,79,2024-10-25,0.25992,0.98382,0.00072,-0.09938,0.08726,1.10682
AXP250620P00180000,AXP,2025-06-20,180.00,put,1.60,1.52,1.30,133,1.74,25,4,457,2024-10-25,0.34010,-0.04528,0.00130,-0.04705,0.20564,-0.08884
AXP250620C00185000,AXP,2025-06-20,185.00,call,63.90,89.05,87.90,12,90.20,17,0,59,2024-10-25,0.29284,0.96474,0.00123,-0.11926,0.16785,1.10114
AXP250620P00185000,AXP,2025-06-20,185.00,put,1.70,1.80,1.60,69,2.00,15,6,94,2024-10-25,0.33446,-0.05316,0.00150,-0.05222,0.23376,-0.10441
AXP250620C00190000,AXP,2025-06-20,190.00,call,87.72,84.62,83.40,11,85.85,21,0,363,2024-10-25,0.29772,0.95272,0.00153,-0.13076,0.21291,1.10907
AXP250620P00190000,AXP,2025-06-20,190.00,put,0.00,2.23,2.12,20,2.34,15,0,174,2024-10-25,0.33278,-0.06394,0.00174,-0.05963,0.27025,-0.12600
AXP250620C00195000,AXP,2025-06-20,195.00,call,83.85,80.10,79.05,15,81.15,20,0,33,2024-10-25,0.29437,0.94282,0.00180,-0.13895,0.24763,1.12128
AXP250620P00195000,AXP,2025-06-20,195.00,put,2.50,2.58,2.52,8,2.65,1,1,278,2024-10-25,0.32623,-0.07365,0.00198,-0.06463,0.30137,-0.14522
AXP250620C00200000,AXP,2025-06-20,200.00,call,76.40,75.25,74.65,15,75.85,11,0,3109,2024-10-25,0.27669,0.93964,0.00200,-0.13981,0.25838,1.14737
AXP250620P00200000,AXP,2025-06-20,200.00,put,0.00,3.08,2.95,8,3.20,8,0,719,2024-10-25,0.32272,-0.08614,0.00226,-0.07136,0.33931,-0.17025
AXP250620C00210000,AXP,2025-06-20,210.00,call,66.13,66.97,66.15,15,67.80,147,14,836,2024-10-25,0.28568,0.90295,0.00278,-0.16545,0.37066,1.13739
AXP250620P00210000,AXP,2025-06-20,210.00,put,4.15,4.17,4.10,15,4.25,7,2,518,2024-10-25,0.31266,-0.11365,0.00285,-0.08293,0.41554,-0.22534
AXP250620C00220000,AXP,2025-06-20,220.00,call,60.60,58.38,57.65,59,59.10,109,0,650,2024-10-25,0.27440,0.87132,0.00355,-0.17973,0.45347,1.13828
AXP250620P00220000,AXP,2025-06-20,220.00,put,5.65,5.67,5.60,17,5.75,15,1,957,2024-10-25,0.30504,-0.14861,0.00352,-0.09508,0.50024,-0.29607
AXP250620C00230000,AXP,2025-06-20,230.00,call,50.81,50.73,50.20,15,51.25,31,1,364,2024-10-25,0.27455,0.82424,0.00436,-0.19941,0.55802,1.10610
AXP250620P00230000,AXP,2025-06-20,230.00,put,7.45,7.55,7.45,13,7.65,16,1,427,2024-10-25,0.29726,-0.18994,0.00423,-0.10534,0.58572,-0.38033
AXP250620C00240000,AXP,2025-06-20,240.00,call,42.52,43.28,42.85,6,43.70,20,1,1034,2024-10-25,0.26876,0.77365,0.00519,-0.21289,0.64967,1.06648
AXP250620P00240000,AXP,2025-06-20,240.00,put,9.40,9.93,9.85,1,10.00,10,39,525,2024-10-25,0.29071,-0.23846,0.00494,-0.11349,0.66877,-0.48048
AXP250620C00250000,AXP,2025-06-20,250.00,call,39.75,36.42,35.15,62,37.70,242,0,552,2024-10-25,0.26373,0.71547,0.00596,-0.22290,0.73235,1.00977
AXP250620P00250000,AXP,2025-06-20,250.00,put,12.90,12.88,12.75,15,13.00,12,4,285,2024-10-25,0.28492,-0.29337,0.00560,-0.11822,0.74297,-0.59543
AXP250620C00260000,AXP,2025-06-20,260.00,call,33.25,30.12,29.90,13,30.35,31,0,3615,2024-10-25,0.25809,0.65139,0.00664,-0.22759,0.79847,0.93916
AXP250620P00260000,AXP,2025-06-20,260.00,put,0.00,16.52,15.70,68,17.35,74,0,262,2024-10-25,0.28065,-0.35372,0.00614,-0.11909,0.80269,-0.72431
AXP250620C00270000,AXP,2025-06-20,270.00,call,24.40,24.73,24.45,25,25.00,96,4,431,2024-10-25,0.25580,0.58239,0.00707,-0.22858,0.84283,0.85396
AXP250620P00270000,AXP,2025-06-20,270.00,put,21.00,21.25,20.75,13,21.75,74,21,249,2024-10-25,0.28233,-0.41727,0.00640,-0.11828,0.84267,-0.86599
AXP250620C00280000,AXP,2025-06-20,280.00,call,20.28,19.95,19.65,22,20.25,79,1,178,2024-10-25,0.25260,0.51186,0.00731,-0.22321,0.86088,0.76222
AXP250620P00280000,AXP,2025-06-20,280.00,put,0.00,26.38,25.80,32,26.95,46,0,16,2024-10-25,0.28111,-0.48063,0.00657,-0.11063,0.86024,-1.00983
AXP250620C00290000,AXP,2025-06-20,290.00,call,15.69,15.75,15.60,15,15.90,10,403,538,2024-10-25,0.24849,0.44117,0.00736,-0.21168,0.85187,0.66637
AXP250620P00290000,AXP,2025-06-20,290.00,put,0.00,31.68,31.10,40,32.25,10,0,34,2024-10-25,0.27501,-0.54512,0.00668,-0.09477,0.85574,-1.15683
AXP250620C00300000,AXP,2025-06-20,300.00,call,12.30,12.45,12.25,12,12.65,30,3,427,2024-10-25,0.24757,0.37491,0.00709,-0.19779,0.81856,0.57236
AXP250620P00300000,AXP,2025-06-20,300.00,put,38.00,39.22,38.40,1,40.05,2,1,12,2024-10-25,0.28888,-0.59573,0.00621,-0.08939,0.83634,-1.29428
AXP250620C00310000,AXP,2025-06-20,310.00,call,9.80,9.78,9.55,19,10.00,57,1,968,2024-10-25,0.24727,0.31429,0.00665,-0.18113,0.76616,0.48414
AXP250620P00310000,AXP,2025-06-20,310.00,put,0.00,46.38,45.90,20,46.85,15,0,1,2024-10-25,0.29269,-0.64610,0.00589,-0.07435,0.80283,-1.42879
AXP250620C00320000,AXP,2025-06-20,320.00,call,8.50,7.53,7.35,10,7.70,20,1,226,2024-10-25,0.24605,0.25884,0.00609,-0.16160,0.69864,0.40213
AXP250620P00320000,AXP,2025-06-20,320.00,put,0.00,54.58,54.20,11,54.95,12,0,1,2024-10-25,0.30473,-0.68421,0.00541,-0.06468,0.76772,-1.54866
AXP250620C00330000,AXP,2025-06-20,330.00,call,5.75,5.47,5.05,359,5.90,10,1,282,2024-10-25,0.24071,0.20499,0.00547,-0.13704,0.61337,0.32166
AXP250620P00330000,AXP,2025-06-20,330.00,put,0.00,63.50,63.15,5,63.85,12,0,1,2024-10-25,0.32287,-0.71102,0.00490,-0.06017,0.73777,-1.65358
AXP250620C00340000,AXP,2025-06-20,340.00,call,4.55,4.45,4.35,15,4.55,15,4,191,2024-10-25,0.24635,0.17090,0.00477,-0.12346,0.54815,0.26888
AXP250620P00340000,AXP,2025-06-20,340.00,put,0.00,72.90,71.10,5,74.70,5,0,0,2024-10-25,0.34498,-0.72927,0.00445,-0.05970,0.71478,-1.74662
AXP250620C00350000,AXP,2025-06-20,350.00,call,5.09,3.40,3.25,22,3.55,21,0,82,2024-10-25,0.24681,0.13699,0.00412,-0.10565,0.47344,0.21664
AXP250620P00350000,AXP,2025-06-20,350.00,put,0.00,82.68,80.65,5,84.70,16,0,0,2024-10-25,0.37089,-0.74038,0.00405,-0.06346,0.69972,-1.82979
AXP250620C00360000,AXP,2025-06-20,360.00,call,2.50,2.59,2.48,18,2.70,18,3,208,2024-10-25,0.24742,0.10902,0.00350,-0.08935,0.40334,0.17318
AXP250620P00360000,AXP,2025-06-20,360.00,put,0.00,92.80,90.90,5,94.70,16,0,0,2024-10-25,0.40046,-0.74571,0.00371,-0.07145,0.69222,-1.90510
AXP250620C00370000,AXP,2025-06-20,370.00,call,2.90,1.97,1.88,15,2.07,20,0,13,2024-10-25,0.24833,0.08642,0.00294,-0.07498,0.34014,0.13781
AXP250620P00370000,AXP,2025-06-20,370.00,put,0.00,102.80,100.90,5,104.70,16,0,0,2024-10-25,0.42714,-0.75122,0.00344,-0.07746,0.68425,-1.97990
AXP250620C00380000,AXP,2025-06-20,380.00,call,2.33,1.48,1.31,7,1.64,10,0,16,2024-10-25,0.24864,0.06758,0.00243,-0.06180,0.28212,0.10818
AXP250620P00380000,AXP,2025-06-20,380.00,put,0.00,112.80,110.90,5,114.70,18,0,0,2024-10-25,0.45290,-0.75568,0.00321,-0.08328,0.67766,-2.05287
AXP250620C00390000,AXP,2025-06-20,390.00,call,1.28,1.16,0.98,14,1.34,23,0,81,2024-10-25,0.25138,0.05441,0.00203,-0.05237,0.23813,0.08729
AXP250620P00390000,AXP,2025-06-20,390.00,put,0.00,122.80,120.90,5,124.70,16,0,0,2024-10-25,0.47775,-0.75936,0.00302,-0.08885,0.67211,-2.12448
AXP250620C00400000,AXP,2025-06-20,400.00,call,1.25,0.92,0.65,116,1.18,175,0,7,2024-10-25,0.25428,0.04399,0.00170,-0.04441,0.20091,0.07069
AXP250620P00400000,AXP,2025-06-20,400.00,put,0.00,132.80,130.95,5,134.65,5,0,0,2024-10-25,0.50183,-0.76237,0.00285,-0.09428,0.66750,-2.19492
AXP250620C00410000,AXP,2025-06-20,410.00,call,1.00,0.75,0.45,103,1.05,236,0,4,2024-10-25,0.25824,0.03631,0.00143,-0.03837,0.17190,0.05841
AXP250620P00410000,AXP,2025-06-20,410.00,put,0.00,142.82,140.95,5,144.70,16,0,0,2024-10-25,0.52561,-0.76456,0.00271,-0.09995,0.66411,-2.26411
AXP250620C00420000,AXP,2025-06-20,420.00,call,0.58,0.56,0.27,136,0.85,215,0,1,2024-10-25,0.25839,0.02810,0.00116,-0.03092,0.13910,0.04532
AXP250620P00420000,AXP,2025-06-20,420.00,put,0.00,152.85,151.00,5,154.70,16,0,0,2024-10-25,0.54878,-0.76628,0.00259,-0.10555,0.66141,-2.33252
AXP250919C00125000,AXP,2025-09-19,125.00,call,0.00,146.03,144.05,5,148.00,5,0,0,2024-10-25,0.02590,1.00000,0.00000,-0.05780,0.00000,1.07871
AXP250919P00125000,AXP,2025-09-19,125.00,put,0.00,0.53,0.03,15,1.03,20,0,0,2024-10-25,0.41510,-0.01266,0.00031,-0.01723,0.08302,-0.03527
AXP250919C00130000,AXP,2025-09-19,130.00,call,0.00,141.32,139.30,5,143.35,5,0,0,2024-10-25,0.02499,1.00000,0.00000,-0.06012,0.00000,1.12186
AXP250919P00130000,AXP,2025-09-19,130.00,put,0.00,0.61,0.10,15,1.12,20,0,0,2024-10-25,0.40549,-0.01469,0.00036,-0.01904,0.09439,-0.04089
AXP250919C00135000,AXP,2025-09-19,135.00,call,0.00,136.55,134.50,20,138.60,5,0,0,2024-10-25,0.02408,1.00000,0.00000,-0.06243,0.00000,1.16501
AXP250919P00135000,AXP,2025-09-19,135.00,put,0.00,0.71,0.23,26,1.19,26,0,0,2024-10-25,0.39711,-0.01716,0.00042,-0.02120,0.10786,-0.04775
AXP250919C00140000,AXP,2025-09-19,140.00,call,0.00,132.00,130.05,5,133.95,5,0,0,2024-10-25,0.02317,1.00000,0.00000,-0.06474,0.00000,1.20816
AXP250919P00140000,AXP,2025-09-19,140.00,put,0.00,0.80,0.30,91,1.30,143,0,75,2024-10-25,0.38690,-0.01954,0.00048,-0.02295,0.12049,-0.05429
AXP250919C00145000,AXP,2025-09-19,145.00,call,0.00,127.22,125.25,5,129.20,5,0,0,2024-10-25,0.02226,1.00000,0.00000,-0.06705,0.00000,1.25131
AXP250919P00145000,AXP,2025-09-19,145.00,put,0.00,0.77,0.42,26,1.12,15,0,1,2024-10-25,0.36693,-0.01992,0.00052,-0.02198,0.12247,-0.05494
AXP250919C00150000,AXP,2025-09-19,150.00,call,132.63,122.57,120.60,5,124.55,5,0,1,2024-10-25,0.02135,1.00000,0.00000,-0.06936,0.00000,1.29445
AXP250919P00150000,AXP,2025-09-19,150.00,put,0.00,0.99,0.52,26,1.46,26,0,0,2024-10-25,0.36601,-0.02487,0.00063,-0.02630,0.14771,-0.06886
AXP250919C00155000,AXP,2025-09-19,155.00,call,0.00,117.95,116.00,5,119.90,5,0,0,2024-10-25,0.02044,1.00000,0.00000,-0.07168,0.00000,1.33760
AXP250919P00155000,AXP,2025-09-19,155.00,put,0.00,1.20,0.67,26,1.73,26,0,4,2024-10-25,0.36205,-0.02975,0.00074,-0.03003,0.17152,-0.08252
AXP250919C00160000,AXP,2025-09-19,160.00,call,0.00,113.50,111.55,5,115.45,5,0,0,2024-10-25,0.01953,1.00000,0.00000,-0.07399,0.00000,1.38075
AXP250919P00160000,AXP,2025-09-19,160.00,put,0.00,1.39,0.86,29,1.92,26,0,8,2024-10-25,0.35534,-0.03442,0.00085,-0.03301,0.19345,-0.09548
AXP250919C00165000,AXP,2025-09-19,165.00,call,0.00,108.83,106.75,5,110.90,5,0,0,2024-10-25,0.01862,1.00000,0.00000,-0.07630,0.00000,1.42390
AXP250919P00165000,AXP,2025-09-19,165.00,put,0.00,1.79,1.44,15,2.15,26,0,0,2024-10-25,0.35702,-0.04256,0.00100,-0.03919,0.23000,-0.11870
AXP250919C00170000,AXP,2025-09-19,170.00,call,103.55,104.38,102.30,5,106.45,5,0,1,2024-10-25,0.01771,1.00000,0.00000,-0.07861,0.00000,1.46705
AXP250919P00170000,AXP,2025-09-19,170.00,put,0.00,1.89,1.64,21,2.14,6,0,0,2024-10-25,0.34391,-0.04616,0.00111,-0.03998,0.24557,-0.12826
AXP250919C00175000,AXP,2025-09-19,175.00,call,103.43,100.35,99.00,12,101.70,19,0,1,2024-10-25,0.25687,0.97923,0.00077,-0.09606,0.12689,1.45525
AXP250919P00175000,AXP,2025-09-19,175.00,put,0.00,2.25,2.14,11,2.35,9,0,1,2024-10-25,0.34056,-0.05403,0.00127,-0.04453,0.27841,-0.15046
AXP250919C00180000,AXP,2025-09-19,180.00,call,0.00,95.57,94.55,15,96.60,15,0,0,2024-10-25,0.24391,0.97790,0.00085,-0.09821,0.13375,1.49511
AXP250919P00180000,AXP,2025-09-19,180.00,put,0.00,2.61,2.49,11,2.73,15,0,22,2024-10-25,0.33568,-0.06211,0.00144,-0.04856,0.31065,-0.17320
AXP250919C00185000,AXP,2025-09-19,185.00,call,91.70,91.28,90.35,15,92.20,8,0,2,2024-10-25,0.25961,0.96357,0.00121,-0.10952,0.20266,1.49927
AXP250919P00185000,AXP,2025-09-19,185.00,put,0.00,3.07,2.74,6,3.40,6,0,2,2024-10-25,0.33248,-0.07184,0.00162,-0.05336,0.34766,-0.20081
AXP250919C00190000,AXP,2025-09-19,190.00,call,0.00,86.53,85.10,15,87.95,15,0,0,2024-10-25,0.24711,0.96068,0.00135,-0.11183,0.21570,1.53511
AXP250919P00190000,AXP,2025-09-19,190.00,put,0.00,3.55,3.45,15,3.65,15,0,21,2024-10-25,0.32821,-0.08203,0.00182,-0.05770,0.38454,-0.22968
AXP250919C00195000,AXP,2025-09-19,195.00,call,0.00,82.65,81.70,15,83.60,8,0,0,2024-10-25,0.26708,0.93858,0.00179,-0.12690,0.30795,1.51681
AXP250919P00195000,AXP,2025-09-19,195.00,put,4.04,4.05,3.95,6,4.15,6,2,3,2024-10-25,0.32303,-0.09271,0.00202,-0.06157,0.42135,-0.25990
AXP250919C00200000,AXP,2025-09-19,200.00,call,79.15,79.15,77.70,11,80.60,31,1,7,2024-10-25,0.28736,0.91306,0.00217,-0.14370,0.40169,1.48688
AXP250919P00200000,AXP,2025-09-19,200.00,put,0.00,4.67,4.55,7,4.80,6,0,17,2024-10-25,0.31952,-0.10529,0.00225,-0.06612,0.46247,-0.29584
AXP250919C00210000,AXP,2025-09-19,210.00,call,73.98,70.20,69.50,20,70.90,7,0,3,2024-10-25,0.26876,0.89334,0.00270,-0.15104,0.46681,1.52000
AXP250919P00210000,AXP,2025-09-19,210.00,put,6.15,6.20,6.10,1,6.30,11,23,101,2024-10-25,0.31373,-0.13442,0.00272,-0.07527,0.54948,-0.37981
AXP250919C00220000,AXP,2025-09-19,220.00,call,62.87,62.17,61.75,15,62.60,5,12,9,2024-10-25,0.26480,0.85865,0.00333,-0.16437,0.56865,1.50878
AXP250919P00220000,AXP,2025-09-19,220.00,put,0.00,8.03,7.90,1,8.15,11,0,66,2024-10-25,0.30748,-0.16781,0.00322,-0.08310,0.63698,-0.47678
AXP250919C00230000,AXP,2025-09-19,230.00,call,61.65,54.72,54.30,11,55.15,5,0,6,2024-10-25,0.26342,0.81616,0.00398,-0.17758,0.67489,1.47351
AXP250919P00230000,AXP,2025-09-19,230.00,put,10.10,10.25,10.10,1,10.40,6,2,68,2024-10-25,0.30153,-0.20586,0.00372,-0.08940,0.72298,-0.58844
AXP250919C00240000,AXP,2025-09-19,240.00,call,48.00,47.73,47.35,15,48.10,10,1,16,2024-10-25,0.26129,0.76870,0.00459,-0.18827,0.77316,1.42223
AXP250919P00240000,AXP,2025-09-19,240.00,put,0.00,12.95,12.80,1,13.10,6,0,36,2024-10-25,0.29665,-0.24870,0.00421,-0.09400,0.80436,-0.71601
AXP250919C00250000,AXP,2025-09-19,250.00,call,45.50,41.23,40.85,8,41.60,8,0,29,2024-10-25,0.25885,0.71670,0.00515,-0.19601,0.85927,1.35547
AXP250919P00250000,AXP,2025-09-19,250.00,put,0.00,15.82,15.40,42,16.25,20,0,184,2024-10-25,0.28873,-0.29437,0.00470,-0.09447,0.87492,-0.85199
AXP250919C00260000,AXP,2025-09-19,260.00,call,38.90,35.42,35.00,15,35.85,15,0,24,2024-10-25,0.25794,0.66059,0.00559,-0.20117,0.92942,1.27257
AXP250919P00260000,AXP,2025-09-19,260.00,put,0.00,19.93,19.35,6,20.50,15,0,23,2024-10-25,0.28934,-0.34557,0.00502,-0.09594,0.93576,-1.01238
AXP250919C00270000,AXP,2025-09-19,270.00,call,33.13,29.98,29.55,20,30.40,46,0,28,2024-10-25,0.25473,0.60263,0.00596,-0.20166,0.97892,1.18203
AXP250919P00270000,AXP,2025-09-19,270.00,put,0.00,24.45,23.60,20,25.30,53,0,69,2024-10-25,0.28873,-0.39747,0.00526,-0.09366,0.97898,-1.17823
AXP250919C00280000,AXP,2025-09-19,280.00,call,27.07,25.40,24.80,12,26.00,155,3,50,2024-10-25,0.25473,0.54371,0.00613,-0.20016,1.00653,1.08122
AXP250919P00280000,AXP,2025-09-19,280.00,put,26.86,29.25,29.00,20,29.50,7,3,155,2024-10-25,0.28583,-0.44996,0.00546,-0.08705,1.00463,-1.34803
AXP250919C00290000,AXP,2025-09-19,290.00,call,22.25,20.93,20.60,15,21.25,50,0,59,2024-10-25,0.25016,0.48391,0.00628,-0.19278,1.01179,0.97743
AXP250919P00290000,AXP,2025-09-19,290.00,put,0.00,34.00,32.70,38,35.30,48,0,73,2024-10-25,0.27760,-0.50462,0.00566,-0.07433,1.01254,-1.52259
AXP250919C00300000,AXP,2025-09-19,300.00,call,17.45,17.20,17.00,6,17.40,40,4,103,2024-10-25,0.24757,0.42564,0.00624,-0.18330,0.99497,0.87071
AXP250919P00300000,AXP,2025-09-19,300.00,put,0.00,41.80,41.00,10,42.60,50,0,37,2024-10-25,0.29483,-0.54624,0.00530,-0.07377,1.00580,-1.69307
AXP250919C00310000,AXP,2025-09-19,310.00,call,15.10,14.10,13.90,21,14.30,40,0,100,2024-10-25,0.24635,0.37079,0.00604,-0.17212,0.95902,0.76644
AXP250919P00310000,AXP,2025-09-19,310.00,put,0.00,49.00,47.30,30,50.70,41,0,0,2024-10-25,0.30229,-0.58727,0.00507,-0.06622,0.98828,-1.85689
AXP250919C00320000,AXP,2025-09-19,320.00,call,20.50,11.45,11.20,15,11.70,15,0,601,2024-10-25,0.24498,0.31939,0.00575,-0.15896,0.90697,0.66646
AXP250919P00320000,AXP,2025-09-19,320.00,put,0.00,55.85,54.20,21,57.50,26,0,0,2024-10-25,0.30245,-0.62962,0.00492,-0.05256,0.95868,-2.02062
AXP250919C00330000,AXP,2025-09-19,330.00,call,10.52,9.35,9.20,15,9.50,15,0,28,2024-10-25,0.24513,0.27385,0.00535,-0.14578,0.84519,0.57571
AXP250919P00330000,AXP,2025-09-19,330.00,put,0.00,64.47,64.05,10,64.90,20,0,0,2024-10-25,0.31815,-0.65610,0.00456,-0.04898,0.93406,-2.16220
